train_loss,valid_loss
1.345704,0.894493
0.928758,0.891046
0.911105,0.890015
0.905071,0.888097
0.901874,0.889215
0.900365,0.888581
0.900187,0.886737
0.860306,0.800416
0.829756,0.794906
0.827500,0.795623
