train_loss,valid_loss
0.258699,0.383612
0.255374,0.382396
0.249610,0.371432
0.243635,0.385330
0.239109,0.381762
0.235158,0.372843
0.231814,0.371981
0.228387,0.366167
0.225405,0.360855
0.222394,0.368574
0.219287,0.372717
0.216955,0.371810
0.214578,0.379942
0.212664,0.375288
0.211030,0.375057
0.209737,0.380224
0.208836,0.375400
0.208163,0.378845
0.207677,0.376429
0.207619,0.376582
