train_loss,valid_loss
0.380210,0.708687
0.376401,0.707428
0.371031,0.710534
0.364582,0.715913
0.357409,0.691242
0.350420,0.707510
0.341790,0.741892
0.335165,0.729331
0.329793,0.745863
0.325369,0.741741
0.321083,0.723212
0.318482,0.755541
0.315458,0.754977
0.313069,0.748534
0.311158,0.764734
0.310012,0.765009
0.308919,0.756364
0.308097,0.762165
0.307855,0.763401
0.307735,0.763290
