train_loss,valid_loss
1.018329,0.993078
1.000820,0.992790
0.996995,0.992374
0.995741,0.991700
0.995203,0.991657
0.994970,0.991694
0.994867,0.991667
0.994778,0.991651
0.994728,0.991660
0.994703,0.991657
