train_loss,valid_loss
0.106077,0.078157
0.055162,0.077934
0.044718,0.079693
0.040432,0.081816
0.037629,0.090556
0.036106,0.094660
0.035188,0.091980
0.034364,0.098884
0.033855,0.095343
0.033651,0.095129
