train_loss,valid_loss
0.952290,0.796562
0.871122,0.792952
0.861005,0.787347
0.852759,0.776741
0.847259,0.772206
0.843177,0.767984
0.839653,0.763115
0.829985,0.715595
0.734536,0.569401
0.695990,0.564547
