train_loss,valid_loss
0.359044,0.703670
0.356524,0.694648
0.352213,0.718371
0.345196,0.707991
0.338294,0.706611
0.330951,0.695972
0.323969,0.736199
0.318115,0.746747
0.312509,0.765003
0.308658,0.770920
0.304277,0.802135
0.301377,0.786744
0.298157,0.785334
0.295188,0.797367
0.293176,0.780704
0.291832,0.790660
0.290744,0.795079
0.289488,0.800465
0.288806,0.794471
0.288469,0.797552
