train_loss,valid_loss
0.375627,0.680834
0.369688,0.687962
0.363040,0.676320
0.354810,0.694818
0.344885,0.729493
0.335514,0.706859
0.327172,0.734857
0.320144,0.733301
0.313752,0.746709
0.309590,0.789113
0.305351,0.779017
0.301870,0.780614
0.299105,0.807346
0.296476,0.817515
0.294671,0.805676
0.292623,0.807978
0.291103,0.816721
0.290912,0.805715
0.290050,0.812084
0.289860,0.815468
