train_loss,valid_loss
1.004280,0.917047
0.946777,0.903913
0.933447,0.905390
0.927598,0.902878
0.925749,0.902162
0.924858,0.900290
0.922411,0.899485
0.919567,0.891458
0.913192,0.865336
0.908521,0.865685
