train_loss,valid_loss
1.021598,0.995780
1.001014,0.996254
0.998339,0.996185
0.997854,0.994127
0.997431,0.993982
0.996986,0.996110
0.997404,0.995277
0.996804,0.995989
0.996791,0.996627
0.996974,0.996351
