train_loss,valid_loss
0.957440,1.356456
0.909539,1.322075
0.835624,1.195593
0.770241,1.245757
0.756925,1.300897
0.723293,1.151502
0.667379,1.116334
0.627408,1.052009
0.601337,1.045690
0.506927,0.827056
0.464551,0.811092
0.449515,0.779340
0.441055,0.750275
0.436533,0.755753
0.433739,0.751313
0.431278,0.738712
0.429728,0.738500
0.427252,0.733326
0.427941,0.732905
0.427331,0.726412
