train_loss,valid_loss
0.988567,1.487942
0.998955,1.474893
0.998328,1.481230
0.999283,1.478393
0.998741,1.472235
0.998701,1.473850
0.999209,1.477746
0.998512,1.477875
0.998649,1.478510
0.998555,1.475861
