train_loss,valid_loss
0.523910,0.400096
0.477500,0.396587
0.446112,0.391277
0.427107,0.392747
0.413790,0.387331
0.405036,0.383195
0.399269,0.380768
0.394027,0.386676
0.390421,0.387881
0.388075,0.383746
0.384251,0.391304
0.381252,0.387885
0.378566,0.394306
0.375328,0.386647
0.372922,0.388825
0.370381,0.388669
0.368453,0.390034
0.367345,0.390901
0.366432,0.390080
0.365765,0.390655
