train_loss,valid_loss
0.973219,0.949412
0.971615,0.948498
0.972050,0.948666
0.972579,0.952527
0.972596,0.950265
0.972203,0.950714
0.971767,0.947777
0.971936,0.948170
0.973807,0.957676
0.971824,0.949173
