train_loss,valid_loss
0.428787,0.401977
0.423445,0.395926
0.417720,0.395032
0.412150,0.396640
0.408465,0.392650
0.404976,0.385817
0.402800,0.389349
0.400399,0.389271
0.398768,0.388180
0.397045,0.387793
0.395047,0.384563
0.393643,0.387922
0.392278,0.383028
0.390464,0.387695
0.389134,0.384166
0.388043,0.385859
0.386891,0.384496
0.386397,0.383776
0.385910,0.383861
0.385611,0.383558
