train_loss,valid_loss
0.958414,0.924257
0.929167,0.788503
0.507721,0.225706
0.272513,0.195356
0.244923,0.185854
0.233864,0.181788
0.227937,0.179367
0.225204,0.176874
0.222860,0.177833
0.223227,0.177747
