train_loss,valid_loss
0.951467,0.895659
0.942092,0.895645
0.941997,0.895664
0.941931,0.895746
0.941901,0.895731
0.941888,0.895668
0.941867,0.895693
0.941854,0.895698
0.941842,0.895705
0.941836,0.895710
