train_loss,valid_loss
0.439133,0.395400
0.427665,0.389681
0.417358,0.385211
0.408999,0.388038
0.404199,0.384056
0.400967,0.387774
0.397354,0.388141
0.394217,0.388431
0.391538,0.382362
0.388562,0.388330
0.386225,0.383048
0.383588,0.383898
0.381585,0.381313
0.378691,0.385976
0.376600,0.383042
0.374294,0.382694
0.373036,0.383983
0.372039,0.383710
0.371265,0.382444
0.370643,0.382525
