train_loss,valid_loss
0.846547,0.734817
0.784665,0.711544
0.576293,0.412732
0.444715,0.406127
0.428988,0.387039
0.420870,0.388294
0.415381,0.401630
0.411626,0.393232
0.409706,0.392550
0.408619,0.396086
