train_loss,valid_loss
0.448362,0.423029
0.434799,0.406809
0.423649,0.398759
0.416884,0.395726
0.411957,0.399368
0.408182,0.395446
0.404117,0.396102
0.401671,0.388739
0.399084,0.389240
0.395599,0.392580
0.393217,0.388129
0.390912,0.391420
0.388287,0.389684
0.386289,0.390569
0.384716,0.388204
0.382589,0.389986
0.381591,0.389041
0.380709,0.389159
0.380043,0.389147
0.379562,0.389353
