train_loss,valid_loss
0.992568,0.964026
0.969039,0.962222
0.968483,0.962445
0.901426,0.694143
0.694097,0.568781
0.620253,0.403361
0.530934,0.356760
0.501741,0.339448
0.489325,0.332470
0.484824,0.332215
