train_loss,valid_loss
0.552820,0.792642
0.458709,0.786609
0.450852,0.781465
0.447138,0.777947
0.439767,0.654517
0.332373,0.403726
0.281071,0.322455
0.255963,0.290223
0.248365,0.282931
0.246102,0.281285
