train_loss,valid_loss
0.272743,0.375534
0.270493,0.375537
0.266324,0.371789
0.261088,0.373676
0.255462,0.371404
0.249848,0.376608
0.245523,0.377151
0.241719,0.383115
0.239017,0.385267
0.236206,0.393984
0.234479,0.398922
0.232759,0.400000
0.231159,0.408506
0.229712,0.407576
0.229193,0.410295
0.228730,0.409548
0.227771,0.412352
0.227494,0.411540
0.227137,0.411268
0.226848,0.410555
