train_loss,valid_loss
0.988383,0.963921
0.969123,0.961150
0.957326,0.843658
0.720843,0.489290
0.524763,0.319899
0.438348,0.285787
0.387861,0.273664
0.364103,0.268148
0.355143,0.266207
0.352423,0.264560
