train_loss,valid_loss
0.411166,0.427385
0.306561,0.385223
0.268030,0.376256
0.245427,0.370577
0.235145,0.380363
0.232147,0.386112
0.231136,0.371724
0.230933,0.370640
0.230101,0.374329
0.229634,0.377947
0.229140,0.374999
0.228137,0.376296
0.227019,0.373753
0.225921,0.370955
0.224771,0.369363
0.224072,0.368174
0.223051,0.368838
0.222382,0.369449
0.221814,0.368402
0.221449,0.369071
