train_loss,valid_loss
0.053735,0.024305
0.033608,0.023890
0.028503,0.023294
0.027091,0.023065
0.026461,0.022713
0.024916,0.019836
0.023188,0.018593
0.022425,0.018225
0.022097,0.018114
0.021988,0.018092
