train_loss,valid_loss
0.999502,1.526102
0.938782,1.506823
0.892824,1.498780
0.849908,1.521422
0.807584,1.515003
0.764324,1.535392
0.735067,1.563452
0.712306,1.569584
0.699968,1.570573
0.693895,1.576425
